community_id
50201
50202
50203
50204
50205
50206
50207
50208
50209
50210
50211
50212
50213
50214
50215
50216
50217
50218
50219
50233
50236
50241
50235
50243
50244
50245
50248
50247
50249
50254
50255
50256
50257
50258
50259
50261
50260
50262
50272
50273
50274
50275
50276
50277
50278
50281
50279
50280
50269
50263
50264
50265
50266
50267
50237
50270
50268
50271
50286
50288
50287
50289
50293
50290
50291
50292
50294
50295
50296
50297
50298
50299
50300
50305
50306
50307
50308
50309
50310
50311
50316
50317
50318
50320
50319
50356
50340
50324
50325
50326
50327
50328
50329
50330
50342
50343
50341
50338
50337
50346
50347
50348
50335
50339
50349
50350
50345
50353
50354
50355
50352
50358
50359
50360
50361
50362
50363
50364
50365
50366
50367
50368
50369
50370
50371
50372
50373
50344
50374
50375
50376
50377
50378
50379
50381
50380
50382
50389
50390
50391
50398
50399
50400
50401
50403
50404
50405
50406
50407
50386
50440
50447
50409
50410
50429
50430
50411
50412
50408
50413
50414
50417
50416
50423
50420
50427
50428
50426
50425
50442
50450
50451
50455
50456
50457
50415
50446
50448
50357
50441
50458
50470
50402
50471
50476
50477
50478
50481
50482
50483
50484
50485
50486
50487
50496
50505
50497
50498
50499
50519
50500
50502
50488
50489
50490
50491
50520
50494
50421
50493
50418
50506
50507
50513
50508
50503
50501
50509
50511
50431
50516
50517
50518
50512
50521
50523
50472
50453
50526
50527
50529
50528
50530
50531
50532
50536
50541
50533
50535
50537
50538
50539
50547
50495
50548
50540
50542
50543
50545
50546
50544
50525
50549
50550
50551
50552
50553
50554
50555
50556
50557
50558
50559
50560
50561
50562
50563
50524
50534
50564
50565
50566
50439
50567
50568
50569
50570
50571
50522
50572
50573
50574
50575
50443
50576
50579
50578
50577
50580
